objectid,title,date,creator,authors,editors,description,publisher,source,identifier,language,rights,rightsstatement,type,format,original_url,filename,display_template,object_location,image_small,image_thumb
martin-journal-2024,"Volume 16, 2024",2024,The Martin Institute,"Olivia Adams; CaityRay Lewis; Trey Richey; Nicholas Cebull; Madison Fitzgerald; Milana DesRosier; Hannah Nelson; Molly Feeley; Annai Aguilera; Dioselyn Marquez",Milana DesRosier; Brenna Rostron,"Issue of the Journal of the Martin Insitute. Articles include: Mitigating the Effects of the EU's Regulation on Deforestation-Free Products on Smallholder Farmers in Developing Nations (Olivia Adams); Effective Mitigation of Fourth Wave Terrorism in Continental Africa (CaityRay Lewis); EU-NATO Policy to Combat Russia's Use of Hybrid Warfare (Trey Richey); Increasing International Recognition of Kosovar Independence (Nicholas Cebull); Mitigating the EU's Immigration Crisis from Northern Africa (Madison Fitzgerald); Addressing the Development of Southeast Asia in the Context of the Sino-US Rivalry (Milana DesRosier); Protecting the Human Rights of Women During the Russo-Ukraine War (Hannah Nelson); Equal Bytes: Policy Solutions to Combat AI Discrimination (Molly Feeley, Martin Scholar); Lewis Award for Excellence in Position Paper Writing (Annai Aguilera and Dioselyn Marquez)","The Martin Institute, University of Idaho","The Journal of the Martni Institute | International Studies, The Martin Institute, University of Idaho, https://www.uidaho.edu/class/martin-institute/research/journal","Martin Journal, Volume 16, 2024",eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,https://uidaho.edu/-/media/uidaho-responsive/files/class/special-programs/martin-institute/journal/martin-journal-2024.pdf,martin-journal-2024.pdf,pdf,https://objects.lib.uidaho.edu/martin-journal/martin-journal-2024.pdf,https://objects.lib.uidaho.edu/martin-journal/small/martin-journal-2024_sm.jpg,https://objects.lib.uidaho.edu/martin-journal/thumbs/martin-journal-2024_th.jpg
martin-journal-2023,"Volume 15, 2023",2023,The Martin Institute,"Taylor James; Yvette Bonney; Matty Murphy; Rachel Hawley; Rachel Feldman; Shae Mills; Kai Sedlmayer; Andrea Brannock; Seth Siple",Milana DesRosier; Brenna Rostron,"Issue of the Journal of the Martin Institute. Articles include: Addressing China's International Fishing Practices (Taylor James); Solutions to Critical Mineral Demand as Europe Transitions to Low-Carbon Energy (Yvette Bonney); The Sinking Megacity: Land Subsidence and Flooding in Jakarta (Matty Murphy, Martin Scholar); Mitigating Consequences Emerging from Polar Ice and Permafrost Melt for Arctic Indigenous Peoples (Rachel Hawley); On Improving European Union Policies Towards Humanitarian Crises (Rachel Feldman); Protecting Matera, Italy from Over-tourism (Shae Mills); Improving Access to London's Council Housing (Kai Sedlmayer, Martin Scholar); Combatting Statelessness Among Dominicans of Haitian Descent in the Dominican Republic (Andrea Brannock); International Regulation and Standardization of Private Military and Security Companies (Seth Siple)","The Martin Institute, University of Idaho","The Journal of the Martin Institute | International Studies, The Martin Institute, University of Idaho, https://www.uidaho.edu/class/martin-institute/research/journal","Martin Journal, Volume 15, 2023",eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,https://uidaho.edu/-/media/uidaho-responsive/files/class/special-programs/martin-institute/journal/martin-journal-2023.pdf,martin-journal-2023.pdf,pdf,https://objects.lib.uidaho.edu/martin-journal/martin-journal-2023.pdf,https://objects.lib.uidaho.edu/martin-journal/small/martin-journal-2023_sm.jpg,https://objects.lib.uidaho.edu/martin-journal/thumbs/martin-journal-2023_th.jpg
martin-journal-2022,"Volume 14, 2022",2022,The Martin Institute,"Willem Hermann-Wedemeyer; Megan Kent; Dana Kenow; Briana Navarro; Natalie Mesplay; Luisa Meyer, Martin Scholar; Ryan Palmer, Martin Scholar",Andrea Brannock; Marshall McMillan,"Issue of the Journal of the Martin Institute. Articles include: The Baltic Security Dilemma in the Post-Soviet Era (Willem Hermann-Wedemeyer); Facilitating Cooperation Between North and South Korea (Megan Kent); Managing Orbital Debris in Low Earth Orbit (Dana Kenow); Fostering Constructive and Cooperative Partnerships Between European Based NGOs and Their Beneficiaries in Less Developed Countries (Briana Navarro); Big Tech: Bridging the Governance Gap (Natalie Mesplay); Augmenting the Telecommunications Sector in Djibouti (Luisa Meyer, Martin Scholar); Reducing Teen Suicide Rates in European Union States (Ryan Palmer, Martin Scholar); 2022 Lewis Award for Outstanding Position Paper Writing","The Martin Institute, University of Idaho","The Journal of the Martin Institute | International Studies, The Martin Institute, University of Idaho, https://www.uidaho.edu/class/martin-institute/research/journal","Martin Journal, Volume 14, 2022",eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,https://uidaho.edu/-/media/uidaho-responsive/files/class/special-programs/martin-institute/journal/martin-journal-2022.pdf,martin-journal-2022.pdf,pdf,https://objects.lib.uidaho.edu/martin-journal/martin-journal-2022.pdf,https://objects.lib.uidaho.edu/martin-journal/small/martin-journal-2022_sm.jpg,https://objects.lib.uidaho.edu/martin-journal/thumbs/martin-journal-2022_th.jpg
martin-journal-2021,"Volume 13, 2021",2021,The Martin Institute,Emma Carscallen; Kailyn Eagy; Nick Schofield; Sidney Angstman; Nicole Handlen; Olive Swan; Karsten Schumaker; Molly Feeley and Natalie Mesplay,Stella Davidson-Musser; Ellen Yenne,Issue of the Journal of the Martin Institute. Articles include: Weathering Malaria in Africa: Controlling the Effects of Extreme Weather Events (Emma Carscallen); Eradicating Illegal Adoptions in China and South Korea (Kailyn Eagy); Europe’s Role in Protecting the Egyptian Vulture (Nick Schofield); Strategies for the EU’s Geographical Indications in the Face of Climate Change (Sidney Angstman); Reducing Conflict Between Local Communities and Mining Companies in South America’s Andean Countries (Nicole Handlen); Mitigating the Impacts of Overtourism in Populous Western European Cities (Olive Swan); Regional Cooperation for Agricultural Development in West Africa (Karsten Schumaker); Interview with former U.S. Ambassador Robert Jackson (Molly Feeley and Natalie Mesplay),"The Martin Institute, University of Idaho","The Journal of the Martin Institute | International Studies, The Martin Institute, University of Idaho, https://www.uidaho.edu/class/martin-institute/research/journal","Martin Journal, Volume 13, 2021",eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,https://uidaho.edu/-/media/uidaho-responsive/files/class/special-programs/martin-institute/journal/martin-journal-2021.pdf,martin-journal-2021.pdf,pdf,https://objects.lib.uidaho.edu/martin-journal/martin-journal-2021.pdf,https://objects.lib.uidaho.edu/martin-journal/small/martin-journal-2021_sm.jpg,https://objects.lib.uidaho.edu/martin-journal/thumbs/martin-journal-2021_th.jpg
martin-journal-2020,"Volume 12, 2020",2020,The Martin Institute,Dylan Porter; Logan Smith; Bailey Carpenter; Jasmine Kinkead; Abigail Rowe; Jaime Shaffer; Samragyee Gautam; Erin Kwiatkowski; Emily Wesseling,Kailyn Eagy; Abigail Grant; Hanna Jackovich,Issue of the Journal of the Martin Institute. Articles include: The Arctic Council and Environmental Security: Ensuring Productivity in the North (Dylan Porter); Promoting Economic Development in the Middle East and North Africa (MENA) Region (Logan Smith); Innovative Strategies to Reduce Consumer Demand for Fast Fashion in Latin America (Bailey Carpenter); Reducing the Prevalence of Marine Resource Exploitation in the Bay of Bengal (Jasmine Kinkead); Addressing the Resilience of Global Potato Production in the Face of Climate Change (Abigail Rowe); Combatting Sex Trafficking in Russia and Central Asia (Jaime Shaffer); Towards the Eradication of Menstrual Exile in Rural Nepal (Samragyee Gautam); Limiting the United States’ Perpetuation of Sexist Oppression in the Kingdom of Saudi Arabia (Erin Kwiatkowski); Ending the Forced and Coerced Sterilization of Aboriginal Women in Canada (Emily Wesseling),"The Martin Institute, University of Idaho","The Journal of the Martin Institute | International Studies, The Martin Institute, University of Idaho, https://www.uidaho.edu/class/martin-institute/research/journal","Martin Journal, Volume 12, 2020",eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,https://uidaho.edu/-/media/uidaho-responsive/files/class/special-programs/martin-institute/journal/martin-journal-2020.pdf,martin-journal-2020.pdf,pdf,https://objects.lib.uidaho.edu/martin-journal/martin-journal-2020.pdf,https://objects.lib.uidaho.edu/martin-journal/small/martin-journal-2020_sm.jpg,https://objects.lib.uidaho.edu/martin-journal/thumbs/martin-journal-2020_th.jpg
martin-journal-2019,"Volume 11, 2019",2019,The Martin Institute,Annarose Qualls; Kate Behrmann; Jonathan Trusty; Maggie Thornsberry; Kya-Xé Z. Dudney; Ashton Mitchell; Cole Keehner; Fredrick Shema; Ayomipo Kayode-Popoola,Michaela Avants; Danielle Coleman,Issue of the Journal of the Martin Institute. Articles include: Innovative Solutions for Latin America’s Growing Waste Problem (Annarose Qualls); Combatting Organized Crime in Canada (Kate Behrmann); Protecting the Prices of Quinoa to Preserve the Diet of Bolivia (Jonathan Trusty); Sustaining the European Wine Industry in the Face of Climate Change (Maggie Thornsberry); Saving Venice from Rising Tides (Kya-Xé Z. Dudney); Normalization on the Korean Peninsula (Ashton Mitchell); Maintaining Security and Stability in the Arctic (Cole Keehner); Eradicating the Protracted Refugee Situation in Nakivale Camp (Fredrick Shema); China in Africa: Facilitating a Mutually Beneficial Relationship (Ayomipo Kayode-Popoola); Interview with Ambassador Kristie Kenney,"The Martin Institute, University of Idaho","The Journal of the Martin Institute | International Studies, The Martin Institute, University of Idaho, https://www.uidaho.edu/class/martin-institute/research/journal","Martin Journal, Volume 11, 2019",eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,https://uidaho.edu/-/media/uidaho-responsive/files/class/special-programs/martin-institute/journal/martin-journal-2019.pdf,martin-journal-2019.pdf,pdf,https://objects.lib.uidaho.edu/martin-journal/martin-journal-2019.pdf,https://objects.lib.uidaho.edu/martin-journal/small/martin-journal-2019_sm.jpg,https://objects.lib.uidaho.edu/martin-journal/thumbs/martin-journal-2019_th.jpg
martin-journal-2018,"Volume 10, 2018",2018,The Martin Institute,Jade Brown; Briggs Jackson; Alma Delic’; Jamie Mustard; Liz Daniel; Senna Pankopf; Graham Zickefoose; Zachary Lien; Cami Nichols; Madison Jackson; Kimberly Gerken,Maggie Thornsberry; Emily Wesseling,Issue of the Journal of the Martin Institute. Articles include: Assuring US-China Cooperation in Space (Jade Brown); Improving Global Resilience Against Coercive Geoeconomic Strategies (Briggs Jackson); Addressing Water Insecurity in the Andes (Alma Delic’); Mitigating Russia’s Influence in Crimea through Sanctions (Jamie Mustard); Reducing Air Pollution from Cruise Ships (Liz Daniel); Addressing the Trafficking of Live Animal Specimens Native to the Amazon Rainforest (Senna Pankopf); Improving the Adherence of Member States to European Union Press Freedom Laws (Graham Zickefoose); The Status of the Kurds in Iraq Post-2017 Independence Referendum (Zachary Lien); Intergroup Relations and Europe’s Migration Crisis (Cami Nichols); Addressing Gender Discrimination through Urban Design and Policy Reform in Spanish-Latin American Cities (Madison Jackson); Hosting Mega-Sporting Events Ethically in Developing Countries (Kimberly Gerken); Interview with Ambassador Maura Connelly,"The Martin Institute, University of Idaho","The Journal of the Martin Institute | International Studies, The Martin Institute, University of Idaho, https://www.uidaho.edu/class/martin-institute/research/journal","Martin Journal, Volume 10, 2018",eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,https://uidaho.edu/-/media/uidaho-responsive/files/class/special-programs/martin-institute/journal/martin-journal-2018.pdf,martin-journal-2018.pdf,pdf,https://objects.lib.uidaho.edu/martin-journal/martin-journal-2018.pdf,https://objects.lib.uidaho.edu/martin-journal/small/martin-journal-2018_sm.jpg,https://objects.lib.uidaho.edu/martin-journal/thumbs/martin-journal-2018_th.jpg
martin-journal-2017,"Volume 9, 2017",2017,The Martin Institute,Hailey Stewart; Halle Gilbert; Ashley Perazzo; Victor Atkinson; Kendall Varin; Rachel Goodman; Michael Lowe; Anna Dolezal; Bekka Ashcraft,Zachary Lien; Graham Zickefoose,"Issue of the Journal of the Martin Institute. Articles include: Addressing Gender-Based Violence in Post-Communist Countries of Central and Eastern Europe (Hailey Stewart); Addressing Unethical Labor and Manufacturing Conditions within the Supply Chains of the European Apparel Industry (Halle Gilbert); Ending the Maltreatment of Indigenous Oaxacan Migrant Farm Workers (Ashley Perazzo); Finding a European Energy Alternative to Russian Natural Gas (Victor Atkinson); Gender Mainstreaming Among the European Union’s Refugee Population (Kendall Varin); Improving Conditional Cash Transfers in Latin America and the Caribbean (Rachel Goodman); Managing the Environmental and Health Impact of Growing Pesticide Use in Latin America (Michael Lowe); East, West, and the Gap between Them: Reducing Education Inequalities Between Older and Newer EU Member States (Anna Dolezal); Preventing the Next Financial Crisis: Reforming the European Economic and Monetary Union (Bekka Ashcraft); Interview with U.S. Ambassador Patricia Agatha Butenis","The Martin Institute, University of Idaho","The Journal of the Martin Institute | International Studies, The Martin Institute, University of Idaho, https://www.uidaho.edu/class/martin-institute/research/journal","Martin Journal, Volume 9, 2017",eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,https://uidaho.edu/-/media/uidaho-responsive/files/class/special-programs/martin-institute/journal/martin-journal-2017.pdf,martin-journal-2017.pdf,pdf,https://objects.lib.uidaho.edu/martin-journal/martin-journal-2017.pdf,https://objects.lib.uidaho.edu/martin-journal/small/martin-journal-2017_sm.jpg,https://objects.lib.uidaho.edu/martin-journal/thumbs/martin-journal-2017_th.jpg
martin-journal-2016,"Volume 8, 2016",2016,The Martin Institute,Caitlin Jacobshagen; Alyssa Shankel; Sarah Platt; Edwin Latrell; Anushka Karki; Amaya Amigo; Courtney Stoker; Riley England,Senna Pankopf; Hailey Stewart,Issue of the Journal of the Martin Institute. Articles include: Improving Human Waste Management in South Asia (Caitlin Jacobshagen); Revamping the European Union’s Common European Asylum System (Alyssa Shankel); Mitigating Separatist Tendencies in the Xinjiang Autonomous Region of China (Sarah Platt); Towards a Sustainable Transnational Security Apparatus on the African Continent (Edwin Latrell); Transnational Water Governance in South Asia (Anushka Karki); Improving Favelas in Brazil through Integrated Urban Development Programs (Amaya Amigo); Strengthening the Capacity of Smallholders in the ASEAN Oil Palm Industry (Courtney Stoker); The Proper Development of Armed Forces for Counterterrorism (Riley England),"The Martin Institute, University of Idaho","The Journal of the Martin Institute | International Studies, The Martin Institute, University of Idaho, https://www.uidaho.edu/class/martin-institute/research/journal","Martin Journal, Volume 8, 2016",eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,https://uidaho.edu/-/media/uidaho-responsive/files/class/special-programs/martin-institute/journal/martin-journal-2016.pdf,martin-journal-2016.pdf,pdf,https://objects.lib.uidaho.edu/martin-journal/martin-journal-2016.pdf,https://objects.lib.uidaho.edu/martin-journal/small/martin-journal-2016_sm.jpg,https://objects.lib.uidaho.edu/martin-journal/thumbs/martin-journal-2016_th.jpg
martin-journal-2015,"Volume 7, 2015",2015,The Martin Institute,Jessie Dexter; Ruben Tsarukyan; Alysha Van Zante; Mariela G. Vazquez; Emily Greene; Jillian Greene; Daniel Lewis; Samuel Hermann; Carly Joerger,Caitlin Jacobshagen; Brett Travis,Issue of the Journal of the Martin Institute. Articles include: Four Decades Divided: Resolving the Ethno-Nationalist Dispute in Cyprus (Jessie Dexter); Reopening the Armenia-Turkey Border (Ruben Tsarukyan); Reducing the Prevalence of Human Trafficking in Europe: An International Business and Economic Approach (Alysha Van Zante); Puerto Rico's Uncommon Wealth: Building a Resilient Economy in a Neocolonial Era (Mariela G. Vazquez); Mitigating the Foreign Fighter Threat: Limiting the Flow of Jihadists from Europe (Emily Greene); Options for Emissions Reduction in the Face of Global Climate Change (Jillian Greene); Preventing and Treating Chikungunya in the Americas (Daniel Lewis); Increasing Cereal Yields in Sub-Saharan Africa (Samuel Hermann); Greening the Common Agricultural Policy (Carly Joerger),"The Martin Institute, University of Idaho","The Journal of the Martin Institute | International Studies, The Martin Institute, University of Idaho, https://www.uidaho.edu/class/martin-institute/research/journal","Martin Journal, Volume 7, 2015",eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,https://uidaho.edu/-/media/uidaho-responsive/files/class/special-programs/martin-institute/journal/martin-journal-2015.pdf,martin-journal-2015.pdf,pdf,https://objects.lib.uidaho.edu/martin-journal/martin-journal-2015.pdf,https://objects.lib.uidaho.edu/martin-journal/small/martin-journal-2015_sm.jpg,https://objects.lib.uidaho.edu/martin-journal/thumbs/martin-journal-2015_th.jpg
